novel_name,author,novelurl,serialstatus,serialnumber,category,collects,reviews,month
都市小神医,酒中仙人,http://chuangshi.qq.com/bk/ds/13629218.html,连载中,3517638,都市,36788,203099,316
天云武帝,天云风,http://chuangshi.qq.com/bk/xh/17062644.html,连载中,520812,玄幻,1602,12465,16
网游之雷击少年,舌战,http://chuangshi.qq.com/bk/yx/14943203.html,连载中,1535942,游戏,21256,48013,12
魂战圣帝,静止的烟火,http://chuangshi.qq.com/bk/xh/19461004.html,连载中,932725,玄幻,23303,47178,312
超自然灵之幻影,紫鹰雪云,http://chuangshi.qq.com/bk/2cy/20343811.html,连载中,51133,二次元,91,911,32
八荒叙,持琴人,http://chuangshi.qq.com/bk/wx/13512798.html,连载中,2560,武侠,0,0,0
一世神王,三色猫妖,http://chuangshi.qq.com/bk/xh/20235509.html,连载中,289618,玄幻,716,7062,72
穿越之从零开始的网游生活,刚洗完火星,http://chuangshi.qq.com/bk/yx/20508417.html,连载中,144753,游戏,785,5849,52
尘骨,林如渊,http://book.qidian.com/info/1010298084,连载中,39.15万字,玄幻,758700,278400,67424
六迹之梦魇宫,忘语,http://book.qidian.com/info/1010734486,连载中,1.07万字,仙侠,19500,93699,71176
玄界之门,忘语,http://book.qidian.com/info/3676417,连载中,338.88万字,仙侠,7537300,4679500,2904
龙王传说,唐家三少,http://book.qidian.com/info/3681560,连载中,343.34万字,玄幻,7154700,4926600,26476
不朽凡人,鹅是老五,http://book.qidian.com/info/1003307568,连载中,336.4万字,仙侠,7940500,3719300,25668
五行天,方想,http://book.qidian.com/info/3638453,连载中,192.43万字,玄幻,8664500,4199700,3180
武道宗师,爱潜水的乌贼,http://book.qidian.com/info/1004142144,连载中,240.61万字,玄幻,5310300,1695800,19292
汉乡,孑与2,http://book.qidian.com/info/1010136878,连载中,51.57万字,历史,1578000,973600,57476
一念永恒,耳根,http://book.qidian.com/info/1003354631,连载中,315.13万字,仙侠,14300900,6530300,72976
六迹之大荒祭,萧鼎,http://book.qidian.com/info/1010422436,连载中,19.23万字,仙侠,1311000,2566400,112
滇娇传之天悦东方,耳根,http://book.qidian.com/info/1004595892,连载中,2.68万字,仙侠,23200,97100,67504
我是至尊,风凌天下,http://book.qidian.com/info/1005986994,连载中,105.7万字,玄幻,3943800,4085000,13104
天影,萧鼎,http://book.qidian.com/info/1003723851,连载中,146.54万字,仙侠,11425600,10077200,70664
牧神记,宅猪,http://book.qidian.com/info/1009704712,连载中,83.47万字,玄幻,3530400,2458800,38572
超凡传,萧潜,http://book.qidian.com/info/1003578885,连载中,195.04万字,玄幻,9356300,9628200,74972
万界天尊,血红,http://book.qidian.com/info/1005238666,连载中,177.12万字,玄幻,5874400,5839500,71792
神门,薪意,http://book.qidian.com/info/3600493,连载中,318.28万字,玄幻,4082799,7876799,1676
我的1979,争斤论两花花帽,http://book.qidian.com/info/1003541158,连载中,203.1万字,都市,3320899,1557100,23636
大主宰,天蚕土豆,http://book.qidian.com/info/2750457,完本,496.03万字,玄幻,8010500,32397199,1348
大道朝天,猫腻,http://book.qidian.com/info/1010496369,连载中,4.03万字,玄幻,58600,168900,20756
独步天途,玄雨,http://book.qidian.com/info/1003429156,连载中,161.79万字,玄幻,2393000,3700899,44
大自在天尊,零下5度01,http://book.qidian.com/info/1010474452,连载中,23.63万字,玄幻,363100,104900,37040
修真聊天群,圣骑士的传说,http://book.qidian.com/info/3602691,连载中,457.15万字,都市,5190200,2224100,53248
我真是大明星,尝谕,http://book.qidian.com/info/3347598,连载中,483.81万字,都市,9915100,2933500,33104
民国之文豪崛起,王梓钧,http://book.qidian.com/info/1005064061,连载中,135.25万字,历史,1950600,1060300,13564
放开那个女巫,二目,http://book.qidian.com/info/1003306811,连载中,204.89万字,奇幻,4106000,1546200,19712
大唐仙医,秃笔居士,http://book.qidian.com/info/1010089759,连载中,30.18万字,仙侠,681200,861800,392
奶爸的文艺人生,寒门,http://book.qidian.com/info/1009915605,连载中,94.07万字,都市,869500,1222900,25464
美食供应商,会做菜的猫,http://book.qidian.com/info/1003667321,连载中,167.51万字,都市,3839300,2053400,10144
大王饶命,会说话的肘子,http://book.qidian.com/info/1010191960,连载中,46.03万字,都市,514200,940300,21360
极道天魔,滚开,http://book.qidian.com/info/1005401501,连载中,152.22万字,仙侠,2033500,600600,12512
天道图书馆,横扫天涯,http://book.qidian.com/info/1004179514,连载中,235.16万字,玄幻,3316100,2771200,9708
雪鹰领主,我吃西红柿,http://book.qidian.com/info/3513193,连载中,360.15万字,玄幻,9099700,7203500,1128
道君,跃千愁,http://book.qidian.com/info/1005236478,连载中,142.08万字,仙侠,2679100,589500,33516
最后一个使徒,卷土,http://book.qidian.com/info/1003683523,连载中,144.28万字,玄幻,4364600,3595600,1820
贵女谋,茈茵,http://book.qidian.com/info/3093718,连载中,218.41万字,古代言情,259100,32654600,24
天命为凰,云芨,http://book.qidian.com/info/1003310469,连载中,172.85万字,仙侠奇缘,1121100,300000,2828
君归矣,闲听落花,http://book.qidian.com/info/1007402283,连载中,22.54万字,古代言情,410900,38000,3480
朱颜女将,绾绾流年,http://book.qidian.com/info/1003496042,完本,49.4万字,古代言情,68600,34352300,312
墨尔本，算到爱,飘荡墨尔本,http://book.qidian.com/info/1009423890,连载中,39.01万字,现代言情,182000,258299,920
宁小闲御神录,风行水云间,http://book.qidian.com/info/3130996,连载中,658.77万字,古代言情,2667500,8413200,13176
王牌制作人,九穗禾,http://book.qidian.com/info/1009637509,连载中,17.04万字,现代言情,253400,1824900,416
你好，少将大人,寒武记,http://book.qidian.com/info/1003517327,连载中,364.71万字,现代言情,1662400,1136500,30752
云疏,纪柠语,http://book.qidian.com/info/1003673424,连载中,194.04万字,仙侠奇缘,109500,12576500,200
覆手繁华,云霓,http://book.qidian.com/info/1003670130,连载中,163.23万字,古代言情,874200,522700,4184
傲娇女神，逆袭吧！,梦落听蝶,http://book.qidian.com/info/1009904779,连载中,36.68万字,现代言情,252399,1245000,30468
锦桐,闲听落花,http://book.qidian.com/info/1003806984,完本,149.25万字,古代言情,1567500,650400,644
魔魂枪风,落雪不止,http://book.qidian.com/info/3603806,连载中,408.16万字,悬疑灵异,165700,36914200,380
网游之阿布勒生存计划,羡鸳,http://book.qidian.com/info/1004943693,连载中,186.03万字,游戏竞技,49600,14361700,64
韶光慢,冬天的柳叶,http://book.qidian.com/info/1004825364,连载中,147.27万字,古代言情,931300,341200,7880
女帝直播攻略,油爆香菇,http://book.qidian.com/info/1004173553,连载中,204万字,玄幻言情,1183900,184300,15340
八零小甜妻,老羊爱吃鱼,http://book.qidian.com/info/1010255258,连载中,11.37万字,现代言情,38300,21500,1464
影帝想吃回头草,姣姣如卿,http://book.qidian.com/info/1009765496,连载中,37.33万字,现代言情,150700,112600,1100
绯色,九穗禾,http://book.qidian.com/info/1003515076,连载中,16.59万字,玄幻言情,90900,17634600,168
星际男神是我爸,尤前,http://book.qidian.com/info/1009650292,连载中,39.5万字,科幻空间,165500,59100,1500
医品娇娘,李子谢谢,http://book.qidian.com/info/1004952171,连载中,50.72万字,古代言情,14600,5904000,4
填坑吧祭司大人,兰花疏影,http://book.qidian.com/info/1005387332,连载中,79.18万字,现代言情,36800,4123800,28
倾天娱后,月悠然15,http://book.qidian.com/info/1009637337,连载中,43.31万字,现代言情,183500,7498,904
富贵不能吟,青铜穗,http://book.qidian.com/info/1009530425,连载中,2.57万字,古代言情,10900,20500,3168
侯府小姐的娱乐圈生涯,弹剑听禅,http://book.qidian.com/info/1005187832,完本,155.35万字,古代言情,347299,149700,484
皇后有个造梦空间,弹剑听禅,http://book.qidian.com/info/1010700438,连载中,5.04万字,古代言情,4244,3533,1224
末日乐园,须尾俱全,http://book.qidian.com/info/3312802,连载中,253.73万字,科幻空间,1485300,667600,7812
后华,无音珏,http://book.qidian.com/info/1010109967,连载中,30.34万字,古代言情,122899,35300,1700
冷王，医妃要私奔,寞然回首,http://book.qidian.com/info/1005000676,连载中,181.8万字,玄幻言情,61100,5400000,288
穿越未来之男人不好当,汝夫人,http://book.qidian.com/info/3009194,连载中,391.72万字,科幻空间,2102100,2446800,2556
史上最难初恋,琬玲珑,http://book.qidian.com/info/1005267694,连载中,35.83万字,浪漫青春,97100,5236799,0
院上坟,梅村,http://book.qidian.com/info/1003465404,连载中,98.36万字,悬疑灵异,812000,1095700,3880
灵妃羁,源源冰儿,http://book.qidian.com/info/1004143846,连载中,73.29万字,古代言情,21300,11964700,0?,http://chuangshi.qq.com/bk/ly/15202092.html,连载中,1057421,灵异,7554,21227,20
绝色仙王,水梦魇,http://chuangshi.qq.com/bk/ds/19265451.html,连载中,927906,都市,12020,23718,36
混迹在都市的修行者,漩涡骷髅王,http://chuangshi.qq.com/bk/ly/20741647.html,连载中,18154,灵异,29,291,28
神道丹尊,孤单地飞,http://chuangshi.qq.com/bk/xh/713729.html,连载中,7611642,玄幻,363701,765555,976
美女总裁的特种高手,洪七,http://chuangshi.qq.com/bk/ds/11731505.html,连载中,3023271,都市,89412,216020,228
铁血屠神,零零捌,http://chuangshi.qq.com/bk/xh/714385.html,连载中,3219181,玄幻,15994,113976,52
都市之极品鬼医,橘子炒辣条,http://chuangshi.qq.com/bk/ds/18381340.html,连载中,779152,都市,3281,22350,132
仙医狂少,安白遇,http://chuangshi.qq.com/bk/ds/13442963.html,连载中,457093,都市,2055,18308,8
我的绝色女房东,人小撒,http://chuangshi.qq.com/bk/ds/20306072.html,连载中,424102,都市,3111,12100,36
最强位面店主,二万四RMB,http://chuangshi.qq.com/bk/kh/20134530.html,连载中,506959,科幻,5700,29995,132
庶子为王,虚度人生,http://chuangshi.qq.com/bk/ls/19881677.html,连载中,727430,历史,11530,41798,396
都市少年医生,闲清,http://chuangshi.qq.com/bk/ds/19757394.html,连载中,1021335,都市,12393,35982,900
三国帝王路,奔叔,http://chuangshi.qq.com/bk/ls/20447729.html,连载中,254200,历史,9456,27506,520
烈火救赎,烈火职责,http://chuangshi.qq.com/bk/ly/20620264.html,连载中,241948,灵异,6269,11468,3896
超级萌鬼制造厂,陌问七杀,http://chuangshi.qq.com/bk/ly/20550609.html,连载中,37944,灵异,108,978,28
英雄联盟之魔法,银光1,http://chuangshi.qq.com/bk/yx/15039220.html,连载中,934303,游戏,10669,25341,40
盗贼崛起,只想读书,http://chuangshi.qq.com/bk/yx/20695746.html,连载中,91677,游戏,439,2787,188
地狱法师,肥肉肉包子,http://chuangshi.qq.com/bk/xh/20695653.html,连载中,85069,玄幻,112,1127,8
大宋第一奸臣,千重草QCC,http://chuangshi.qq.com/bk/ls/14896940.html,连载中,1564623,历史,13793,62696,40
痞子冠军,king疯k,http://chuangshi.qq.com/bk/ty/13553054.html,连载中,181441,体育,1324,12191,244
王法在上,衣无衣,http://chuangshi.qq.com/bk/xh/20504381.html,连载中,98016,玄幻,7143,22332,272
诺克萨斯一小兵,碳氮氧硅磷,http://chuangshi.qq.com/bk/yx/20306731.html,连载中,236549,游戏,1825,7949,12
异世界登录器,正义不哭,http://chuangshi.qq.com/bk/kh/20540883.html,连载中,136010,科幻,212,2124,44
那时青春人生正当前,胖雪546,http://chuangshi.qq.com/bk/dp/20521581.html,连载中,3893,短篇,45,449,16
极品捉鬼师,龙阳泣鱼,http://chuangshi.qq.com/bk/ly/13477376.html,连载中,2885000,灵异,389035,147779,516
无敌愿望系统,李离笙,http://chuangshi.qq.com/bk/ds/19891173.html,连载中,442462,都市,2228,16776,52
西游之人皇帝尊,清晨的小白菜,http://chuangshi.qq.com/bk/xx/20738142.html,连载中,16836,仙侠,758,776,716
百暝,六顾君,http://chuangshi.qq.com/bk/xh/20733498.html,连载中,6139,玄幻,13,129,12
天玄再变,难安放的灵魂,http://chuangshi.qq.com/bk/xx/20738320.html,连载中,16694,仙侠,41,406,20
火影世界里的神级系统,晒太阳的鲨鱼,http://chuangshi.qq.com/bk/2cy/20498767.html,连载中,250711,二次元,2050,16700,44
再生者游戏,蒙面九尾猴,http://chuangshi.qq.com/bk/ly/20566808.html,连载中,117556,灵异,434,4339,56
狂武战帝,被罚站的豆豆,http://chuangshi.qq.com/bk/xh/622983.html,连载中,7202051,玄幻,700172,1062046,1756
二度惊悚,莫效,http://chuangshi.qq.com/bk/yx/20374157.html,连载中,209673,游戏,523,5229,16
无敌悍民,摸爬滚打,http://chuangshi.qq.com/bk/ds/13532978.html,连载中,3810504,都市,81486,268099,576
仙不临尘,奇迹超市,http://chuangshi.qq.com/bk/xx/20708728.html,连载中,47107,仙侠,113,1129,68
怒战苍穹,伯符,http://chuangshi.qq.com/bk/xh/510811.html,连载中,4355973,玄幻,39441,208211,32
花都超级医圣,老纳来写书,http://chuangshi.qq.com/bk/ds/20537340.html,连载中,116495,都市,2107,8672,96
终极武神,听雨停,http://chuangshi.qq.com/bk/xh/631103.html,连载中,746358,玄幻,7697,21924,224
末世龙神领主,一日更一万,http://chuangshi.qq.com/bk/yx/20735073.html,连载中,25146,游戏,63,628,20
某中级恶魔开始环游世界,名字君已阵亡,http://chuangshi.qq.com/bk/qh/19519211.html,连载中,3134,奇幻,2,23,8
超强随机系统,大海无粮,http://chuangshi.qq.com/bk/xh/13631964.html,连载中,1335111,玄幻,7301,55213,60
命罪,世梵,http://chuangshi.qq.com/bk/xh/709511.html,连载中,115210,玄幻,636,6364,20
仙影神踪,杯影月,http://chuangshi.qq.com/bk/xx/20730872.html,连载中,24326,仙侠,41,407,12
阴阳大巫师,可乐大胖子,http://chuangshi.qq.com/bk/qh/20581839.html,连载中,64171,奇幻,305,1947,60
未来之王者荣耀,雄二少,http://chuangshi.qq.com/bk/kh/15405900.html,连载中,996732,科幻,15920,50597,188
极品圣帝,醉青辰,http://chuangshi.qq.com/bk/xh/15986751.html,连载中,939266,玄幻,2263,15366,16
七宝奇谈,姬一安,http://chuangshi.qq.com/bk/wx/20456261.html,连载中,120453,武侠,273,2733,8
校花之贴身仙帝,水泡金鱼,http://chuangshi.qq.com/bk/ds/20580721.html,连载中,65655,都市,148,1482,36
冥婴诡谭,艳艳红衣,http://chuangshi.qq.com/bk/ly/19280012.html,连载中,541707,灵异,34657,21971,12
惊世剑仙,狼之野心,http://chuangshi.qq.com/bk/xh/20298253.html,连载中,445418,玄幻,5505,23537,44
梦之樱花之约,圣光笑,http://chuangshi.qq.com/bk/2cy/19971841.html,连载中,4087,二次元,32,329,56
完美世界之百世轮回,败北雷森,http://chuangshi.qq.com/bk/xh/20700645.html,连载中,95227,玄幻,166,1659,20
超能贱客,战名,http://chuangshi.qq.com/bk/ds/20760482.html,连载中,4653,都市,22,16,88
阴阳界之图影陌寒,人死花亦谢,http://chuangshi.qq.com/bk/ly/20038833.html,连载中,497163,灵异,2059,10362,12
武者世界大冒险,我是森林木,http://chuangshi.qq.com/bk/wx/16660753.html,连载中,533522,武侠,39043,43192,748
造神伟业,吴华永,http://chuangshi.qq.com/bk/kh/20606638.html,连载中,92615,科幻,210,1996,8
末世之我们的战争,小兔子大国梦,http://chuangshi.qq.com/bk/kh/20561469.html,连载中,13942,科幻,74,738,8
暗流之门,海月佬鬼,http://chuangshi.qq.com/bk/kh/20725795.html,连载中,39093,科幻,96,958,36
末世之超级移动基地系统,笨鸟先飞1,http://chuangshi.qq.com/bk/kh/20721383.html,连载中,20721,科幻,68,677,16
娱乐圈之独占星光,四方猫,http://chuangshi.qq.com/bk/ds/20743247.html,连载中,116034,都市,62,624,8
百年歌之五代,唐水青,http://chuangshi.qq.com/bk/ls/19269729.html,连载中,487054,历史,1309,12490,24
动漫世界的秩序守护者,不懈的小蜗牛,http://chuangshi.qq.com/bk/2cy/20703728.html,连载中,32112,二次元,113,1126,12
乡村极品妖孽,君流香N,http://chuangshi.qq.com/bk/ds/16204681.html,连载中,377271,都市,2172,20222,56
游戏模式开启,北宫三,http://chuangshi.qq.com/bk/ds/20570744.html,连载中,325738,都市,2280,12201,344
天界战神,笑南风,http://chuangshi.qq.com/bk/xh/14435500.html,连载中,2270660,玄幻,30780,148220,536
文武成道,帝天逍,http://chuangshi.qq.com/bk/xh/19351627.html,连载中,218051,玄幻,506,4956,20
超级特种兵之狼王,曾人王,http://chuangshi.qq.com/bk/js/20468453.html,连载中,278262,军事,4662,18618,64
剑于山水间,爱嚼白菜根,http://chuangshi.qq.com/bk/xh/20729961.html,连载中,35091,玄幻,66,667,16
变身超能萌星,千一轩,http://chuangshi.qq.com/bk/2cy/20731369.html,连载中,8180,二次元,34,342,32
源命传,观漠,http://chuangshi.qq.com/bk/xh/20696555.html,连载中,55723,玄幻,99,997,32
都市夜行半身修罗,白墨无言,http://chuangshi.qq.com/bk/ly/20745363.html,连载中,17043,灵异,32,330,20
超级生灵系统,坐着的君,http://chuangshi.qq.com/bk/xh/17380775.html,连载中,783728,玄幻,2859,28587,28
都市之医圣逍遥行,落雨行风,http://chuangshi.qq.com/bk/ds/20586019.html,连载中,49800,都市,215,2148,72
北纬49度东经ttp://www.17k.com/book/650846.html,完本,5908136,总裁豪门,24680,53610744,1664939
总裁掠爱成婚,浅墨清歌,http://www.17k.com/book/907521.html,完本,552037,总裁豪门,3960,71261120,723682
谢家皇后,越人歌,http://www.17k.com/book/1537294.html,完本,1165441,宫廷贵族,42871,94720672,1109514
冷婚,微风中摇曳,http://www.17k.com/book/471868.html,完本,2054111,总裁豪门,83959,109504930,376833
庶女嫡妃,夜凌郗,http://www.17k.com/book/332013.html,完本,1232840,穿越时空,69829,192337896,464663
三生三世十里桃花,唐七公子,http://www.17k.com/book/1532230.html,完本,220800,玄幻仙侠,1855,357674415,374272
少年药王,逐没,http://www.17k.com/book/109035.html,完本,4044560,都市异能,643236,207850171,2960161
修罗战神,善良的蜜蜂,http://www.17k.com/book/118949.html,完本,3127298,东方玄幻,202169,209717986,2006432
哥几个，走着,纯银耳坠,http://www.17k.com/book/102060.html,完本,5303739,热血青春,1996211,212199032,2227062
橙红年代,骁骑校,http://www.17k.com/book/61574.html,完本,2773589,都市激战,3023800,212319938,1776629
剑王传说,失落叶,http://www.17k.com/book/1974174.html,连载,3759588,异界大陆,446970,213422057,3531984
武道至尊,暗夜幽殇,http://www.17k.com/book/153917.html,连载,11588565,东方玄幻,194119,222283840,5310597
终极教官,梁七少,http://www.17k.com/book/1086778.html,连载,5602247,都市激战,99897,230258769,11171817
贴身兵王,笑笑星儿,http://www.17k.com/book/864061.html,连载,8519303,都市生活,210790,230417611,7272356
女神的近身护卫,肥茄子,http://www.17k.com/book/1254615.html,完本,4964415,都市生活,124943,233427453,11116144
狩魔手记,烟雨江南,http://www.17k.com/book/51958.html,完本,2173198,末世危机,6167169,258250408,805116
妖孽兵王,笔仙在梦游,http://www.17k.com/book/605997.html,完本,10776394,都市激战,838956,864038494,13804187
人皇纪,皇甫奇,http://www.17k.com/book/1859126.html,连载,2471706,东方玄幻,271977,927537694,9122916
斩龙,失落叶,http://www.17k.com/book/471287.html,完本,4452172,游戏生涯,3628704,1063124327,5431263
万古仙穹,观棋,http://www.17k.com/book/1198584.html,完本,4377174,古典仙侠,577496,1132341131,4417497
修罗武神,善良的蜜蜂,http://www.17k.com/book/493239.html,连载,7213442,东方玄幻,2201035,3988609869,103138978
未来天王,陈词懒调,http://book.qidian.com/info/1004936518,连载中,92.06万字,科幻,2857600,655200,31504
飞剑问道,我吃西红柿,http://book.qidian.com/info/1010468795,连载中,17.5万字,仙侠,1243700,1136500,129284
斗战狂潮,骷髅精灵,http://book.qidian.com/info/1003694333,连载中,202.72万字,仙侠,13824300,9627500,78048
无疆,小刀锋利,http://book.qidian.com/info/1009265821,连载中,104.97万字,仙侠,6428500,3656800,139080
圣墟,辰东,http://book.qidian.com/info/1004608738,连载中,258.62万字,玄幻,15225900,6141200,115136
邂逅调香师,飘荡墨尔本,http://book.qidian.com/info/1005005878,完本,38.04万字,现代言情,648900,6890900,40
凰盟,谁与为偶,http://book.qidian.com/info/1004929670,连载中,94.75万字,古代言情,499200,509700,724
盛唐无妖,沧澜止戈,http://book.qidian.com/info/1004767594,连载中,198.73万字,玄幻言情,582700,307300,3848
娱乐圈头条,莞尔wr,http://book.qidian.com/info/1005018392,连载中,122万字,现代言情,1018900,199700,15484
慕南枝,吱吱,http://book.qidian.com/info/1003303774,连载中,252.95万字,古代言情,4391500,1671800,8436
大帝姬,希行,http://book.qidian.com/info/1005808537,连载中,103.28万字,古代言情,2260300,806400,27328
君九龄,希行,http://book.qidian.com/info/3678827,完本,194.72万字,古代言情,4919400,1492000,1568
121度,天河双鱼,http://chuangshi.qq.com/bk/qc/20643567.html,连载中,46363,现实,197,1965,28
轩辕奇侠录,HR蓝猫,http://chuangshi.qq.com/bk/xh/20356029.html,连载中,6940,玄幻,5,52,20
灵本无极,皇贵妃娘娘,http://chuangshi.qq.com/bk/xh/20479697.html,连载中,325892,玄幻,1170,10704,56
主神实验品,流苏QAQ,http://chuangshi.qq.com/bk/kh/17073665.html,连载中,236959,科幻,677,6773,24
炼道无双,乾坤草民,http://chuangshi.qq.com/bk/xh/20679715.html,连载中,36178,玄幻,83,827,16
冰封印刻,不口不,http://chuangshi.qq.com/bk/2cy/19720031.html,连载中,339370,二次元,1471,7605,24
最强女派男宗主,骑马君,http://chuangshi.qq.com/bk/xh/19424175.html,连载中,755217,玄幻,8825,38678,228
嘻哈公下凡,默然释放,http://chuangshi.qq.com/bk/ds/20706343.html,连载中,36013,都市,69,690,32
超级反派师兄,张官人,http://chuangshi.qq.com/bk/xx/17104370.html,连载中,513415,仙侠,2235,15700,240
网游之焦土,褐色加菲猫,http://chuangshi.qq.com/bk/yx/20683679.html,连载中,70414,游戏,237,2371,64
人生，就是插科打诨,孤独即是人生,http://chuangshi.qq.com/bk/ds/20611659.html,连载中,238430,都市,347,3373,40
沈唐,品涩居士,http://chuangshi.qq.com/bk/js/20710476.html,连载中,75754,军事,153,1529,24
我有一把斩魄刀,刀兼,http://chuangshi.qq.com/bk/kh/20575072.html,连载中,200256,科幻,742,7120,172
穿越之我是第四真祖,羽天帝,http://chuangshi.qq.com/bk/2cy/20702677.html,连载中,63873,二次元,213,2125,52
末日之后：复苏,KKB,http://chuangshi.qq.com/bk/xh/19928131.html,连载中,47533,玄幻,157,1568,20
霸道小神农,不以木为剑,http://chuangshi.qq.com/bk/ds/13509422.html,连载中,967601,都市,13282,63988,20
宇宙最强反派系统,树者,http://chuangshi.qq.com/bk/kh/20423428.html,连载中,278123,科幻,4809,24791,28
超级逆天升级系统,七个死小孩,http://chuangshi.qq.com/bk/xh/13779166.html,连载中,1732382,玄幻,39018,122353,48
从镜位面里来到现世的外星人,负苏,http://chuangshi.qq.com/bk/kh/20062749.html,连载中,190589,科幻,666,6461,20
幻想交错,热虎,http://chuangshi.qq.com/bk/xh/20748799.html,连载中,26715,玄幻,41,414,16
羽化浮,佛海,http://chuangshi.qq.com/bk/ls/19485382.html,连载中,582241,历史,4702,10419,260
现世武临,箫笔寒,http://chuangshi.qq.com/bk/wx/20706790.html,连载中,43315,武侠,69,686,8
冥界鬼道,甜蜜的守候,http://chuangshi.qq.com/bk/ly/14993329.html,连载中,1424135,灵异,7933,24769,28
梦乡谷人,沈双捷,http://chuangshi.qq.com/bk/ly/20744522.html,连载中,12043,灵异,17,168,8
英雄联盟无尽之战,游进泉眼,http://chuangshi.qq.com/bk/yx/20739921.html,连载中,16828,游戏,35,350,16
初夏，阳光正好,鸢棠,http://chuangshi.qq.com/bk/dp/20466755.html,连载中,3655,短篇,8,79,24
王者荣耀主宰之路,七月的清风,http://chuangshi.qq.com/bk/xh/20023948.html,连载中,139048,玄幻,259,2588,24
朝朝流水,云瑾芷,http://chuangshi.qq.com/bk/xh/19920833.html,连载中,71785,玄幻,1789,2492,12
万劫雷帝,欧阳不闻,http://chuangshi.qq.com/bk/xh/15390950.html,连载中,576448,玄幻,1321,12216,24
海贼之永世之恶,终端恶狼,http://chuangshi.qq.com/bk/2cy/19913576.html,连载中,186450,二次元,2456,23861,264
三世惊情,三某你好,http://chuangshi.qq.com/bk/kh/719290.html,连载中,238325,科幻,111598,566279,432
书生求,木仁,http://chuangshi.qq.com/bk/wx/20764028.html,连载中,7122,武侠,2,20,8
末世无限卡牌,俗人小刀,http://chuangshi.qq.com/bk/kh/19966419.html,连载中,604590,科幻,6305,21658,80
我的动漫幻想乡,琴风舞,http://chuangshi.qq.com/bk/2cy/20741199.html,连载中,40220,二次元,93,927,28
鬼界金捕,判官白,http://chuangshi.qq.com/bk/xh/20343850.html,连载中,202515,玄幻,510,5100,20
超级捉鬼道长,陈多疑,http://chuangshi.qq.com/bk/ly/19813600.html,连载中,549394,灵异,7051,30680,344
英雄无敌大领主,迷人的瘦瘦枫,http://chuangshi.qq.com/bk/yx/20764061.html,连载中,2787,游戏,1,8,4
重生之修罗神帝,贪玩的龙虾,http://chuangshi.qq.com/bk/xh/19886497.html,连载中,388514,玄幻,4622,26233,376
超级玉碗,柳骇,http://chuangshi.qq.com/bk/ds/519303.html,连载中,43749,都市,5812,30315,204
阎罗王在人间,游雪之,http://chuangshi.qq.com/bk/ly/13819178.html,连载中,382956,灵异,3878,16670,364
争霸三国之美食系统,一只管家,http://chuangshi.qq.com/bk/ls/20398531.html,连载中,261655,历史,3771,10912,360
美艳总裁的贴身司机,赤道几内亚,http://chuangshi.qq.com/bk/ds/19384170.html,连载中,1287645,都市,4452,34762,168
英雄联盟之拯救符文之地,毒锐,http://chuangshi.qq.com/bk/yx/20728271.html,连载中,20325,游戏,83,825,40
其实我只是想你,晓贝壳,http://chuangshi.qq.com/bk/ds/15219274.html,连载中,352354,都市,587,5872,32
余楚,林殊归,http://chuangshi.qq.com/bk/wx/13550725.html,连载中,626412,武侠,26076,59570,20
哪来的未婚夫,雅丽大,http://chuangshi.qq.com/bk/ds/20425218.html,连载中,14477,都市,43,431,12
心间道,小子哏啾啾,http://chuangshi.qq.com/bk/ds/20701292.html,连载中,57907,都市,175,854,16
不死魔祖,燃烧的豆腐,http://chuangshi.qq.com/bk/xx/13589300.html,连载中,2573802,仙侠,5504,42799,24
一代兵王打网游,墨棠雨,http://chuangshi.qq.com/bk/yx/19469489.html,连载中,510105,游戏,2086,14324,24
我的阴阳事件录,忧伤的小柒,http://chuangshi.qq.com/bk/ly/20734734.html,连载中,4404,灵异,23,125,72
颠覆三国记,伏波飘萍,http://chuangshi.qq.com/bk/ls/14071533.html,连载中,1674584,历史,3463,32233,24
超能斗士,敖凯,http://chuangshi.qq.com/bk/ds/19756783.html,连载中,407043,都市,4803,17732,192
神皇御龙诀,墨剑长风,http://chuangshi.qq.com/bk/xh/20306233.html,连载中,143478,玄幻,456,4355,100
大日章,被辐射的鲷鱼,http://chuangshi.qq.com/bk/xx/15312327.html,连载中,1397612,仙侠,2331,22029,20
万骨天梯,东港青年,http://chuangshi.qq.com/bk/xh/11650131.html,连载中,2524897,玄幻,26895,62194,216
